fcode	fsubgrp	fname	bunit	diarym	unitfo	dilfac	maxw	nut1	nut2	nut3	nut4	nut5	nut6	nut7	nut8	nut9	nut10	nut11	nut12	nut13	nut14	nut15	nut16	nut17	nut18	nut19	nut20	nut21	nut22	nut23	nut24	nut25	nut26	nut27	nut28	nut29	nut30	nut31	nut32	nut33	nut34	nut35	nut36	nut37	nut38	nut39	nut40	nut41	nut42	nut43	nut44	nut45	nut46	nut47	nut48	nut49	nut50	nut51	nut52	nut53	nut54	nut55
7982	43R	EXTRA STRONG MIN	100	1	GRAMS	1	120	1.4	99.9	0	0	389	1658	1.1	1.1	99.9	0	25	8	5	2	12	.4	.09	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1	.53	.09	.32	.01	0	1	98.9	0	0	0	0	0	.02	0	0	0	0	.4	99.9	0	.17
7983	44R	MINTOES	100	1	GRAMS	1	110	1.4	99.9	0	0	389	1658	1.1	1.1	99.9	0	25	8	5	2	12	.4	.09	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1	.53	.09	.32	.01	0	11.6	64.1	4.6	0	20	0	0	.02	0	0	0	0	.4	99.9	0	.17
7985	15A	FROMAGE FRAIS VL	100	1	GRAMS	1	110	85.8	5.6	0	.1	50	213	6.8	.2	5.6	0	33	110	87	8	110	.1	.01	.3	89	4	3	0	0	.03	.37	1.9	0	0	.1	1.4	1	.4	3	.1	.09	0	0	.01	1	.2	2.5	.3	2.6	0	.1	.1	0	0	0	0	0	.1	2.7	3	1.06
7986	15B	YOGHURT DRINK CO	100	1	GRAMS	1	220	82.1	14.7	0	0	71	301	3.2	.3	14.7	0	47	130	80	11	81	.1	.01	.3	75	29	0	0	0	.03	.16	.8	0	0	.1	.2	12	.2	1	.16	.07	.01	.02	.01	2	1.4	6.8	1.2	3.2	0	2.2	0	0	0	0	0	0	.1	9.4	5.4	.5
7987	36B	PEPPERS-YELLOW/B	100	1	GRAMS	1	100	90.6	5.3	0	2	26	113	1.2	.2	5.3	0	4	220	8	16	26	.4	.02	.1	15	1	0	185	0	.01	.02	.9	130	.8	.3	0	29	.1	0	.04	.01	.02	.09	0	0	2.1	0	3	0	0	.2	1.7	.1	135	55	40	0	.4	0	5.3	.19
7988	37R	PEPPERS-RED-BOIL	100	1	GRAMS	1	300	89.5	6.9	.1	2.1	34	145	1.1	.4	7	0	4	180	9	14	26	.3	.01	.1	24	1	0	3780	0	.01	.03	1.1	81	.9	.3	0	11	.1	0	.06	.03	.04	.19	0	0	2.7	0	3.9	0	0	.2	1.7	.1	3115	133	1200	0	.3	0	6.9	.17
7989	37R	PEPPERS, YELLOW/	100	1	Grams	1	300	91.05	4.65	.15	2.1	26	110.5	1.05	.45	4.8	0	4	160	9	12	24.5	.35	.02	.15	21.5	1	0	2010	0	.01	.02	.65	75	.85	.3	0	15	.1	0	.07	.03	.04	.2	0	0	1.8	0	2.65	0	0	.15	1.75	.1	1675	70.5	600	0	.35	0	4.65	.16
7990	20C	RAPESEED OIL	100	1	GRAMS	1	20	0	0	0	0	899	3696	0	99.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2	0	0	0	0	0	6.6	57.2	6.79	24.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8000	34A	HADDOCK FILLET R	100	1	GRAMS	1	1	79.4	0	0	0	81	345	19	.6	0	0	67	360	14	24	200	.1	.03	.4	86	250	0	0	0	.04	.07	8	0	.4	.4	1	9	.3	2	.12	.09	.17	.03	0	36	0	0	0	0	0	0	0	.01	0	0	0	0	.1	0	0	3.04
8001	34A	HADDOCK SMOKED R	100	1	GRAMS	1	1	78.3	0	0	0	81	345	19	.6	0	0	760	340	22	23	180	.1	.03	.3	1200	260	0	0	0	.04	.12	7.2	0	.4	.3	2	9	.3	1	.12	.09	.17	.03	0	36	0	0	0	0	0	0	0	.01	0	0	0	0	.1	0	0	3.04
8002	33R	FISH FINGERS ECO	100	1	GRAMS	1	1	62.1	0	13.7	.6	171	718	11.5	8.2	13.7	0	340	460	140	22	270	.9	.04	.3	540	78	0	0	0	.1	.08	3.4	0	.3	.1	1	15	.3	2	2.59	2.85	.27	1.73	.39	29	0	0	0	0	0	0	.6	.23	0	0	0	0	.9	0	0	1.84
8003	9R	JELLY LOW IN SUG	100	1	GRAMS	1	200	6.7	30	0	0	366	1556	63.3	0	30	0	25	25	32	4	7	1.7	.16	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2	29.6	.1	0	.1	0	0	.1	0	0	0	0	1.7	30	0	10.12
8005	5R	READY BREK FLAVO	100	1	GRAMS	1	100	8.6	9.7	63.5	7.4	382	1619	10.9	7.1	73.2	0	139	390	1020	120	420	6.8	.41	2.7	18	6	425	0	1.4	.7	.9	12.5	17	1.2	1.5	0	53	1.3	23	1.07	2.67	.15	2.8	0	0	0	9.5	0	0	.2	0	6.9	3.9	0	0	0	0	6.8	8.6	1.1	1.86
8007	41R	WATER ICING (TOP	100	1	Grams	1	40	13.04	91.3	0	0	342.6	1460.86	0	0	91.3	0	4.34	4.34	4.34	.86	0	.08	.1	.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.3	0	0	0	0	0	0	0	0	0	0	0	91.3	0	0
8009	53R	WALLS GINO GINEL	100	1	Grams	1	140	52.4	31.9	0	0	218	917	2.92	9.64	31.9	0	124.6	149	110.6	12	91.6	.12	0	.38	196	7.6	.8	6.8	0	.03	.19	.8	.8	.82	.08	.32	6.4	.32	2.4	4.85	2.36	.01	.15	1.7	8.2	2.8	16.64	.62	5.04	.9	5.9	0	0	6.8	0	0	0	.12	26.38	5.52	.45
8026	37R	ONION RINGS GRIL	100	1	Grams	1	300	70.36	5.86	15.8	1.57	121.91	513.98	4.68	2.47	21.66	0	131.97	167.56	76.66	10.46	82.46	.8	.06	.46	226.72	14.66	32.15	10.63	.18	.13	.08	1.72	3.01	.31	.18	.33	15.64	.31	3.31	.94	.69	.02	.32	.05	43.61	1.26	1.11	.98	1.16	.03	1.27	1.41	.17	10.63	0	0	0	.8	0	5.86	.77
8029	46B	MIXED FRUIT JUIC	100	1	GRAMS	1	400	98.8	2.5	0	0	10	43	.2	0	2.5	0	5	48	5	3	3	0	0	0	2	1	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	.8	.8	.9	0	0	0	0	.03	2	0	0	0	0	2.5	0	.03
8030	42R	FRENCH FRIES EG	100	1	GRAMS	1	100	1.9	1.3	67.7	10.4	398	1681	5.5	13.1	68.9	0	1125	935	29	39	110	1.5	.15	.5	1460	2	0	2	0	.21	.08	4.5	6	2.2	.8	0	41	.9	1	5.37	5.17	.12	1.78	.07	0	.2	.9	.2	0	0	0	4.8	.27	2	0	0	0	1.5	0	1.3	.88
8047	56R	PEANUT BUTTER WH	100	1	GRAMS	1	50	.7	4.4	3.3	6.9	606	2511	24.9	53.1	7.7	0	370	680	47	18	370	2.5	.68	3.5	540	3	0	0	0	.18	.1	19	0	5	.6	0	52	1.7	102	9	22.9	2.49	13.11	2.69	0	0	4.4	0	0	0	0	6	1.8	0	0	0	0	2.5	3.3	1.1	4.6
8052	23R	MEAT BALLS IN BA	100	1	GRAMS	1	400	71.3	6.7	2.1	.5	94	396	6.3	4	8.8	0	490	298	37	18	153	1.4	.1585	.9	691	3	0	235	0	.049	.082	3.1	4.5	1.2	.2	.7	13	.5	2	1.7	1.67	.01	.16	.14	14	1.1	4.4	1.1	0	.1	0	.5	.13	228	0	13	.4	1	4.6	2.1	1
8054	39R	POTATOES OLD BOI	100	1	Grams	1	360	78.78	.69	15.48	1.33	87.25	368.35	2	2.05	16.17	0	37	271.5	6.7	13.5	33.55	.38	.07	.29	89.6	4.2	26.95	24.85	.4	.17	0	.92	5.7	.91	.28	0	24.7	.38	0	.52	.46	.01	.81	.12	.2	.19	.38	.09	.02	0	0	1.14	.09	24.85	0	0	0	.38	0	.69	.32
8062	39R	POTATOES MASHED	100	1	Grams	1	360	77.61	.7	15.48	1.33	100.15	421.25	1.73	3.59	16.19	0	46.65	268.15	5.45	13.4	30.35	.38	.06	.28	102.75	4.75	23.15	42	.29	.17	0	.85	5.7	1.99	.28	0	24.7	.38	0	.65	.83	.02	1.66	.27	0	.19	.38	.09	.04	0	0	1.14	.09	41.95	.15	0	0	.38	0	.7	.27
8071	31R	SAUSAGE ROLL, FL	100	1	Grams	1	160	20.92	1.52	31.74	1.8	470.78	1958.69	8.42	34.69	33.27	0	671.68	126	93.11	13.64	118.81	1.2	.1	.72	1055.69	10.82	88.79	142.98	1.16	.08	.05	3.1	2.36	1.36	.11	.26	5.56	.38	2.05	13.95	13.47	.2	3.16	1.87	69.85	.4	.18	.21	.14	.57	0	1.54	.3	142.98	0	0	.06	1.14	.22	1.06	1.39
8073	2R	MILK LOAF TOASTE	100	1	Grams	1	160	20.86	3.37	54.32	3	351.63	1483.87	10.48	10.34	57.71	0	551.13	190.91	158.67	31.6	150.48	1.84	.2	1.01	887.86	20.36	79.51	98.67	.73	.2	.15	3.93	.36	.59	.13	.18	70.59	.43	4.41	4.5	2.89	.02	.9	1.21	32.65	.43	.21	.36	2.35	0	0	2.54	.51	98.67	0	0	0	1.84	0	3.37	1.79
8079	36B	COLESLAW, PURCHA	100	1	Grams	1	200	65.64	3.95	.22	1.57	258.29	1063.98	1.21	26.37	4.17	0	162.48	154.47	32.13	3.94	26.91	.4	.01	.15	285.52	13.46	29.84	868.02	.11	.08	.03	.41	19.65	6.72	.12	.17	21.22	.31	1.84	4.21	6.48	.66	13.5	.32	26.02	1.53	.99	1.38	0	0	.04	1.39	.11	747.02	242.5	0	0	.4	.45	3.49	.19
8093	1A	FRESH PASTA STUF	100	1	GRAMS	1	400	61.3	.9	24.9	2.5	169	712	7.7	4.6	25.7	0	204	86	115	18	130	.9	.45	1.1	315	9	25	144	.03	.05	.06	2.1	.3	.8	0	.1	2	.4	4	2.67	.9	.09	.31	.19	19	.1	.1	.1	.3	.3	0	1.3	.3	129	27	2	0	.9	0	.9	1.2
8100	9A	BIRDS LOW FAT CU	100	1	Grams	1	310	77.8	11.7	5.1	0	94	403	3.8	1.9	16.8	0	81	180	140	13	110	.1	0	.5	140	17	24	10	.01	.04	.19	1	1	0	.1	.5	5	.3	2	1.16	0	.51	.02	.09	8	0	5.9	0	5.8	0	0	0	0	10	0	0	0	.1	5.9	5.8	.6
8105	8R	FRUIT CAKE PURCH	100	1	Grams	1	190	19.5	43.1	14.8	2.5	354	1490	5.1	12.9	57.9	0	250	390	60	25	110	1.7	.25	.5	320	150	130	2	1.24	.08	.07	1.6	0	0	.1	0	6	.3	4	5.78	4.64	.09	1.04	.52	0	11.3	20.5	11.3	0	0	0	1	.4	2	0	0	0	1.7	30.6	12.5	.89
8123	8R	CURRANT BUN PURC	100	1	Grams	1	190	27.7	15.1	37.6	1.8	296	1250	7.6	7.5	52.7	0	230	210	110	27	100	1.9	.18	.6	210	29	0	3	0	.37	.16	3.1	0	1.4	.1	0	40	.4	5	1.83	1.01	.2	2.71	.11	17	6.9	.4	7.1	.4	.3	0	1.7	.41	3	0	0	0	1.9	7	8.1	1.33
8125	8R	ICED BUN PURCHAS	100	1	Grams	1	190	23.35	23.27	39.22	2.16	331.76	1403.47	7.54	7.45	62.49	0	291.43	137.35	114.46	22.72	107.83	1.35	.17	.74	477.06	14.39	57.1	71.31	.53	.16	.12	2.97	.33	.44	.1	.13	51.46	.29	3.18	3.24	2.08	.02	.65	.88	23.52	.31	21.03	.26	1.65	0	0	1.84	.37	71.31	0	0	0	1.33	20.87	2.39	1.29
8139	8R	JAM DOUGHNUT PUR	100	1	Grams	1	190	26.9	18.8	30	2.5	336	1414	5.7	14.5	48.8	0	180	110	72	19	71	1.2	.09	.5	290	15	0	0	0	.22	.07	2.5	2.3	0	0	0	21	.2	1	3	3.62	.23	2.46	.4	15	5.3	6.4	4.2	.2	2.6	0	1	.31	0	0	0	0	1.2	13.3	5.5	1
8145	9A	BIRDS WHISK AND	100	1	Grams	1	310	77.8	11.7	5.1	0	94	403	3.8	1.9	16.8	0	81	180	140	13	110	.1	0	.5	140	17	24	10	.01	.04	.19	1	1	0	.1	.5	5	.3	2	1.16	0	.51	.02	.09	8	0	5.9	0	5.8	0	0	0	0	10	0	0	0	.1	5.9	5.8	.6
8146	29R	DONER KEBAB WITH	100	1	Grams	1	350	43.65	.92	21.34	1.5	285.3	1195.3	18.73	14.06	22.26	0	249.23	236.15	40.53	22.76	154.76	1.63	.13	3.3	367.84	6.61	3.69	0	.42	.15	.14	7.3	0	.06	.16	1.1	9.92	.73	1.61	6.77	3.76	.24	.73	1.16	65.84	.73	.19	0	0	0	0	.84	.17	0	0	0	.43	1.26	0	.92	3.05
8150	48C	WINE, ALCOHOL FR	100	1	GRAMS	1	250	88.8	11.2	0	0	42	181	.1	0	11.2	0	4	75	12	7	6	.95	.02	0	7	8	0	0	0	0	.01	.07	0	0	0	0	.2	0	0	0	0	0	0	0	0	3.6	0	7.6	0	0	0	0	0	0	0	0	0	.9	11.2	0	.01
8152	9A	AMBROSIA READY T	100	1	Grams	1	310	77.2	12.3	3.1	.1	95	401	2.6	3	15.4	0	67	130	100	8	87	.2	.02	.3	75	11	59	24	.03	.04	.1	.6	0	.1	0	0	2	.3	2	1.7	.78	.03	.06	.14	11	0	7.9	0	4	.3	0	0	0	24	0	0	0	.2	8.2	4	.41
8162	7R	SHORTBREAD PURCH	100	1	GRAMS	1	60	3.3	15.7	47.6	2.2	509	2132	6	27.5	63.3	0	270	110	89	13	74	1.5	0	.3	445	18	327	149	.36	.18	.03	2.3	0	.9	.1	0	14	.3	1	18.1	5.51	.53	.83	1.31	74	.2	15.3	.1	.1	0	0	1.9	.48	149	0	0	0	1.5	14.8	.9	1.05
8166	7R	MALLOW BISCUITS	100	1	Grams	1	60	11.16	48.25	21.82	.93	393.93	1662.4	4.68	12.48	70.07	0	205.53	65.06	49.33	9.33	48	1.08	.06	.32	274.53	8.93	0	0	0	.12	.02	1.17	1.33	.16	.05	0	6.93	.05	.53	3.97	3.77	.13	.91	1.55	11.73	8.43	28.43	2.22	0	4.46	4.7	.92	.25	0	0	0	0	1.08	47.89	.36	.8
8170	13B	DREAM TOPPING	100	1	GRAMS	1	80	71.5	10.2	2.1	0	166	694	3.9	11.7	12.2	0	70	130	99	9	94	.1	.03	.4	82	12	16	7	.01	.04	.19	1	1	.5	.1	.5	4	.3	2	10.5	.04	0	.01	.56	6	0	4.5	0	5.4	.2	0	0	0	7	0	0	0	.1	4.7	5.4	.61
8171	1R	OAT BRAN	100	1	GRAMS	1	30	6.5	0	72.8	18.5	410	1736	16.2	8	72.8	0	4	566	58	235	734	4.5	.47	3.8	9	4	0	0	0	.77	.2	6.5	0	2.2	.2	0	52	1.5	20	1.4	2.91	.17	3.06	0	0	0	0	0	0	0	0	17	4.3	0	0	0	0	4.5	0	0	2.77
8172	9A	RICE PUDDING CHO	100	1	Grams	1	310	76.92	8.63	7.42	.09	92.78	391.14	3.75	1.91	15.96	0	70.21	171.1	89.26	27.24	103.22	.41	.24	.69	104.01	31.36	15.52	10.9	.02	.01	.12	1.04	0	.21	0	0	1.14	.3	2.03	1.07	.53	.02	.05	.02	4.85	0	4.75	0	3.78	0	.09	.09	.11	9.93	1.94	0	0	.41	4.85	3.78	.6
8173	9A	RICE PUDDING FRU	100	1	Grams	1	310	79.53	8.88	7	.17	83.92	354.36	3.18	1.25	15.79	0	41.48	131.6	85.32	11.8	83.04	.11	.12	.48	89.36	27.16	15.36	22.72	.02	.01	.12	.88	.56	.21	0	0	.08	.29	1.92	.68	.31	.02	.03	.02	4.8	.12	4.76	.16	3.74	0	.09	.15	.09	21.36	2.72	0	0	.11	4.96	3.91	.51
8174	9A	RICE PUDDING WIT	100	1	Grams	1	310	78.65	11.11	5.58	.5	82.7	350.05	2.68	1.01	16.61	0	33.11	144.11	70.11	10.82	67.41	.26	.11	.4	71.58	21.64	12.23	32.35	.02	.01	.1	.82	.94	.27	.02	0	0	.25	1.76	.55	.25	.02	.03	.02	3.82	.51	7.04	.49	2.98	0	.07	.45	.07	31.58	1.52	0	0	.26	7.42	3.68	.43
8175	1A	TORTELLINI WITH	100	1	Grams	1	400	63.17	.8	15.89	1.06	175.28	735.32	10.44	7.86	16.7	0	225.4	59.4	248.8	18.36	198.4	.66	.12	1.43	368.6	13.52	92.2	52	.05	.04	.11	2.74	0	.11	.02	.36	11.92	.15	1.12	4.74	1.8	.07	.35	.35	26	.14	.08	0	.4	.12	0	.62	.16	52	0	0	0	.66	0	.8	1.67
8176	8R	CROISSANT WITH S	100	1	Grams	1	140	28.56	11.97	31.1	2.34	366.17	1534.48	7.38	19.47	43.09	0	329.32	150.47	70.29	28.29	116.61	1.83	.27	.84	527	14.05	18.92	1.25	.15	.17	.14	2.65	0	1.03	.1	.23	114.04	.52	7.73	8.37	6.32	.04	1.47	1.97	83.51	2.54	7.13	1.45	.16	.66	0	2.09	.34	1.25	0	0	0	1.83	11.03	.94	1.25
8177	3R	HI BRAN BREAD	100	1	GRAMS	1	160	41	3	35.2	8.7	226	959	12.2	3.8	38.2	0	550	230	133	76	200	3.7	.26	1.8	880	0	0	0	0	.27	.09	4.9	0	.2	.1	0	39	.6	6	1.06	.94	.12	1.38	.11	0	2.3	.7	0	0	0	0	6.8	1.9	0	0	0	0	3.7	0	3	2.09
8178	3R	HIBRAN BREAD TOA	100	1	Grams	1	160	30.58	3.52	41.41	10.23	265.88	1128.23	14.35	4.47	44.94	0	647.05	270.58	156.47	89.41	235.29	4.35	.3	2.11	1035.29	0	0	0	0	.27	.1	5.76	0	.23	.11	0	45.88	.7	7.05	1.24	1.1	.14	1.62	.12	0	2.7	.82	0	0	0	0	8	2.23	0	0	0	0	4.35	0	3.52	2.46
8179	4A	SOFTGRAIN BREAD	100	1	GRAMS	1	160	38.8	3.5	43.6	7.9	223	950	8.5	1.4	47.1	0	535	180	150	27	120	1.5	.15	.9	773	14	0	0	0	.76	.05	5	0	.1	.1	.7	143	.5	3	.27	.21	.04	.41	.01	0	.2	.2	.3	0	2.8	0	5.2	.65	0	0	0	0	1.5	0	3.5	1.49
8180	4A	SOFTGRAIN BREAD	100	1	Grams	1	160	25.36	4.26	53.17	9.63	271.95	1158.53	10.36	1.7	57.43	0	652.43	219.51	182.92	32.92	146.34	1.82	.18	1.09	942.68	17.07	0	0	0	.78	.06	6.09	0	.12	.12	.85	174.39	.6	3.65	.32	.25	.04	.5	.01	0	.24	.24	.36	0	3.41	0	6.34	.79	0	0	0	0	1.82	0	4.26	1.81
8181	6R	CHOCKLES CHOC CO	100	1	GRAMS	1	80	4.7	47.9	40	1.5	411	1743	5.2	6.7	87.9	0	155	126	14	31	70	6.7	.19	.6	240	12	0	2	2.5	1.2	1.6	18.6	0	.3	.7	2	300	.3	1	3.1	2.1	.05	1.07	0	0	1.9	43.6	.9	0	1.1	.3	.5	.24	2	0	0	0	6.7	45.9	2	.83
8182	5R	FROSTED SHREDDIE	100	1	GRAMS	1	100	3.2	30	56	8.9	371	1581	8.8	1.5	86	0	500	161	31	8	245	6	0	3	220	1	0	0	2.2	.6	.7	9.7	0	1.2	.8	.4	84	2.5	7	.19	.2	.03	.66	0	0	3.2	21.2	3.7	0	1.9	0	6.2	2	0	0	0	0	6	23.9	6.1	1.5
8183	5R	WEETABIX FRUIT A	100	1	GRAMS	1	100	8.5	24.1	15.3	28.5	247	1046	10.3	6.4	39.5	0	767	958	88	366	827	5	.96	11	1246	1	0	7	1.6	.7	1	14	.1	2.5	1	0	177	1.6	30	1.78	1.47	.14	2.22	0	0	4.6	13.7	5.9	0	.1	0	25.5	6.17	4	0	4	0	5	15.7	8.5	1.64
8184	6R	GOLDEN CRACKLES	100	1	GRAMS	1	80	3.8	26	61.6	5.7	393	1669	7	4	87.6	0	1000	200	80	30	90	7.9	.39	.7	927	3	0	0	2.8	1.2	1.3	16.7	0	.9	1.7	.8	167	.6	6	.41	.55	.08	2.15	0	0	2.9	20	2.7	0	.4	0	1.5	1.31	0	0	0	0	7.9	23.9	2.1	1.2
8185	6R	GOLDEN GRAHAMS (	100	1	GRAMS	1	100	3.8	35.5	52.3	12.2	384	1633	5.6	3.6	87.8	0	900	0	0	90	0	14	.39	1.5	927	3	0	0	0	1.4	1.6	19.7	60	.9	2	1	200	6	6	2.4	.1	.01	.38	0	0	3.9	27.3	3.7	0	.6	0	3.2	0	0	0	0	0	14	32.6	2.9	.56
8186	5R	GOLDEN OATMEAL C	100	1	GRAMS	1	100	7.4	24.6	48.4	5.6	373	1580	9	7	73	0	700	350	40	70	240	7.9	.21	1.5	1078	5	0	0	2.8	1.2	1.3	18.1	0	1.6	1.7	.8	167	.5	8	.94	3.03	.1	2.22	0	0	6.2	11.8	6.6	0	0	0	4	1.65	0	0	0	0	7.9	19.3	5.3	1.12
8187	5R	MALLOWS MIXED GR	100	1	GRAMS	1	100	1.5	40.8	46.3	8.3	379	1612	5.9	3.2	87.1	0	739	199	14	70	176	6.7	.29	1.5	1139	1	0	0	2.5	1.2	1.6	22.1	0	1	.1	2	300	.3	3	.39	.39	.09	1.29	0	0	2.3	35.5	1.5	0	1.1	.4	5.3	.912	0	0	0	0	6.7	40.6	.2	1.01
8188	5R	OAT & WHEAT BRAN	100	1	GRAMS	1	100	2.6	16.7	51	21.9	325	1381	10.6	3.5	67.7	0	600	730	70	180	620	30	1	4	920	10	0	0	0	.6	1	13.3	0	2.2	.9	0	50	1.7	25	.6	.9	.08	1.32	0	0	2.2	12.2	1	0	1.4	0	17.9	3.7	0	0	0	0	30	12.2	4.5	1.69
8189	5R	OAT CEREAL INSTA	100	1	GRAMS	1	100	8.6	16.8	61.1	5.8	417	1766	7.9	10.4	77.9	0	127	390	40	120	420	3	.41	2.7	18	6	0	0	0	.36	.07	3	0	1.2	1.5	0	38	1.3	23	5	2.15	.21	2.35	0	0	.1	16.1	0	0	.6	0	6.1	3.9	0	0	0	0	3	15.6	1.2	1.35
8190	5R	FRUIT FILLED MIN	100	1	GRAMS	1	100	9	15.6	59.4	8.3	327	1390	7.5	1.7	75	0	10	500	27	70	250	2.9	.37	1.8	39	1	0	0	0	.19	.03	4.6	0	.8	.2	0	20	.6	6	.35	.17	.04	.64	0	0	1.8	12	1.8	0	0	0	7.9	1.33	0	0	0	0	2.9	13.1	2.5	1.28
8191	7R	ALL BUTTER BISCU	100	1	GRAMS	1	60	2.6	24.1	38.1	1.5	469	1966	6.2	23.4	62.2	0	360	110	87	15	85	1.8	.11	.6	490	15	22	117	.18	.16	.04	2.2	0	.7	.1	0	13	.1	1	13.71	6.59	.34	.56	.73	66	1.4	22.7	0	0	0	0	1.5	.45	117	0	0	0	1.8	23.8	.3	1.08
8192	7R	CAROB HALF COATE	100	1	Grams	1	60	2.02	30.42	28.21	1.47	492.2	2059.96	6.75	27.22	58.63	0	258.79	165.1	72.79	39.65	100.95	1.97	.28	.48	376.9	12.39	0	11.6	0	.13	.05	1.91	0	.35	.07	0	12.13	.24	1.58	11.44	8.34	.21	1.58	2.17	15.62	4.41	26	0	0	0	0	1.47	.46	11.6	0	0	0	1.97	30.2	.21	1.14
8193	7R	CHOCOLATE BISCUI	100	1	GRAMS	1	60	.9	37.8	19.5	2.1	496	2076	6.4	28.4	57.3	0	175	240	125	34	150	1.4	.18	.7	220	11	24	17	0	.28	.24	2.4	0	1.2	0	0	10	.6	3	16.34	7.85	.11	1.47	1.3	11	.4	32.3	.2	4.9	0	0	1.5	.43	17	0	0	0	1.4	36.9	.9	1.12
8194	7R	CHOCOLATE BISCUI	100	1	GRAMS	1	60	1	41.3	17.1	1.4	510	2136	6.9	29.3	58.4	0	94	300	140	42	155	1.4	.24	.8	135	11	24	17	0	.07	.26	2.5	0	1	.1	0	15	.6	3	18.15	7.2	.06	.92	1.62	14	1.5	33.7	.4	5.7	0	0	1.1	.36	17	0	0	0	1.4	40.7	.6	1.21
8195	7R	CHOCOLATE COATED	100	1	Grams	1	60	10.9	43.5	27.9	2.2	438	1846	5.9	16.3	71.4	0	324	148	60	29	92	1.6	.17	.7	298	11	0	0	0	.1	.08	1.9	0	.8	.1	0	9	.1	1	8.8	5.2	.1	1	.3	7	3.6	30.7	.2	1.7	3.1	4.2	1.5	.32	0	0	0	0	1.6	41.5	2	1.04
8196	7R	CRUNCH BISCUITS	100	1	Grams	1	60	3.4	35.8	43.3	1.8	456	1923	5.6	15.2	79.1	0	330	220	130	25	87	4	.16	.5	320	15	0	0	0	.1	.03	2	0	1.5	.1	0	4	.1	1	7.15	5.2	.07	1.31	.58	22	2.1	32.8	.9	0	0	0	1.4	.87	0	0	0	0	4	35.1	.7	.98
8197	7R	CRUNCH BISCUITS	100	1	Grams	1	60	2.79	41.89	30.74	1.51	474.56	1996.37	6.2	19.69	72.63	0	258.95	267.85	154.65	32.25	125.57	3.24	.18	.67	280.85	19.35	6.96	3.19	0	.09	.16	2.08	0	1.21	.07	.17	6.03	.27	1.87	10.31	6.38	.07	1.22	.52	22.29	1.52	36.8	.66	2.92	0	0	1.22	.68	3.19	0	0	0	3.24	38.46	3.42	1.05
8198	7R	CRUNCH BISCUIT W	100	1	GRAMS	1	60	2.4	41.1	26.8	1.3	497	2085	5.2	24.6	67.9	0	260	120	83	16	100	2.1	0	.5	295	7	0	0	0	.23	.15	2.6	0	1.6	.1	0	11	.4	1	15	5.93	.05	1.65	.89	3	.8	37.1	.5	1.2	1.5	0	1	.41	0	0	0	0	2.1	40.6	.5	.91
8199	7R	DIGESTIVE REDUCE	100	1	GRAMS	1	60	2.5	15.7	54.5	4.6	496	2082	6.1	23.1	70.2	0	600	170	92	23	88	3.2	.28	.5	540	15	0	0	0	.14	.11	2.4	0	1.4	.1	0	13	.1	1	8.68	6.68	.18	2.01	3.3	22	.3	15.1	.3	0	0	0	2.2	.45	0	0	0	0	3.2	13.8	1.9	1.07
8200	7R	HONEY BISCUITS	100	1	GRAMS	1	60	2.5	35	42.3	1.8	474	1997	7.3	17.2	77.3	0	410	140	120	17	84	2.1	.08	.6	520	15	0	0	0	.13	.08	3	0	1.4	.1	0	13	.1	1	7.77	4.83	.11	1.18	2.16	31	5.9	19.1	6.8	0	3.2	0	1.4	.87	0	0	0	0	2.1	34.3	.7	1.28
8201	7R	ICED BISCUITS	100	1	GRAMS	1	60	2.4	46.9	39	1.1	447	1890	5.5	11.4	85.9	0	255	90	120	13	79	1.5	.09	.5	325	11	0	65	0	.16	.09	2.6	0	1.8	.1	0	13	.6	1	3.63	3.45	.13	.84	1.42	28	.2	46.2	.2	.1	.2	0	1.1	.42	65	0	0	0	1.5	46.6	.3	.96
8202	7R	CHOCOLATE COATED	100	1	GRAMS	1	60	5.03	34.92	36.53	2.57	472.77	1990.42	6.3	20	71.46	0	378.43	174.64	70.4	34.37	108.58	1.79	.19	.83	346.42	12.45	0	0	0	.08	.09	2.24	0	.91	.08	0	10.79	.08	.83	10.01	5.79	0	.89	2.24	18.26	2.05	28.29	.11	2.07	1.73	.64	1.82	.37	0	0	0	0	1.79	32.51	2.4	0
8203	7R	OSTLERS	100	1	Grams	1	60	18.62	31.7	22.72	5.22	361.95	1521.92	5.08	15.28	54.44	0	317.23	395.79	97.04	20.78	211.06	1.58	.25	.52	229.64	12.52	105.42	225.31	1.28	.09	.07	1.99	.35	1.19	.11	.2	8.87	.29	2.96	7.16	4.19	.03	1.04	1.82	70.66	7.76	17.11	6.24	.49	.05	0	2.48	.36	224.56	1.2	0	0	1.56	21.54	10.15	.85
